İlçe,Mahalle,Oda,Salon,m^2,Bina Yaşı,Kat,Fiyat
 Çankaya , Seyranbağları Mah.,3,1,125,35,2,26000
 Keçiören , Kamil Ocak Mah.,3,1,115,30,1,15000
 Etimesgut , Bağlıca Mah.,4,1,180,4,4,48000
 Çankaya , Kırkkonaklar Mah.,4,1,150,20,3,29000
 Çankaya , Emek Mah.,3,1,85,40,1,27500
 Gölbaşı , Kızılcaşar Mah.,2,1,109,0,1,36000
 Keçiören , Yakacık Mah.,3,1,140,35,1,23000
 Çankaya , Kültür Mah.,1,1,55,0,2,33000
 Yenimahalle , Aşağı Yahyalar Mah.,4,1,175,5,2,30000
 Çankaya , Osman Temiz Mah.,3,1,130,25,3,23000
 Çankaya , Karapınar Mah.,3,1,140,17,4,30000
 Yenimahalle , Demetevler Mah.,2,1,110,1,6,10000
 Yenimahalle , Ergazi Mah.,1,1,55,4,6,22500
 Çankaya , Mutlukent Mah.,3,1,120,29,4,30000
 Gölbaşı , Kızılcaşar Mah.,1,0,30,0,1,20000
 Güdül , Yeni Mah.,6,1,350,26,0,20000
 Çankaya , Bağcılar Mah.,5,1,280,20,3,27000
 Etimesgut , 30 Ağustos Mah.,3,1,120,18,3,18500
 Çankaya , Birlik Mah.,3,1,115,21,1,35000
 Çankaya , Aydınlar Mah.,3,1,125,26,3,21500
 Çankaya , İşçi Blokları Mah.,2,1,100,37,0,25000
 Keçiören , Osmangazi Mah.,3,1,135,15,-2,13500
 Sincan , Ertuğrulgazi Mah.,3,1,140,30,3,18500
 Keçiören , Kuşcağız Mah.,3,1,110,10,1,14000
 Etimesgut , Yeni Bağlıca Mah.,1,0,43,6,2,22500
 Mamak , Zirvekent Mah.,1,1,70,10,2,10000
 Çankaya , Alacaatlı Mah.,2,1,176,5,10,40000
 Sincan , Mustafa Kemal Mah.,2,1,105,0,2,16500
 Çankaya , Ön Cebeci Mah.,3,1,120,45,3,23000
 Pursaklar , Saray Fatih Mah.,1,1,60,0,1,13000
 Mamak , Altıağaç Mah.,3,1,115,16,1,12500
 Gölbaşı , İncek Mah.,2,1,100,0,3,21000
 Çankaya , Mutlukent Mah.,4,2,313,5,5,145000
 Çankaya , Yücetepe Mah.,3,1,120,40,3,29000
 Keçiören , Uyanış Mah.,3,1,135,12,6,25000
 Sincan , 29 Ekim Mah.,3,1,125,15,2,15000
 Keçiören , Kuşcağız Mah.,3,1,120,11,-2,18000
 Yenimahalle , Yunus Emre Mah.,1,1,60,1,2,26500
 Keçiören , Kuşcağız Mah.,3,0,125,30,1,15500
 Mamak , Şafaktepe Mah.,3,1,110,38,2,18000
 Çankaya , Gaziosmanpaşa Mah.,5,1,320,25,2,45000
 Altındağ , Örnek Mah.,3,1,120,45,3,14000
 Çankaya , Birlik Mah.,3,1,95,17,0,30000
 Etimesgut , Eryaman Mah.,3,1,115,25,7,24500
 Çankaya , Bahçelievler Mah.,2,1,95,15,3,23000
 Keçiören , Kamil Ocak Mah.,2,1,110,35,3,14500
 Keçiören , Kafkas Mah.,3,1,125,0,3,24900
 Yenimahalle , Güzelyaka Mah.,3,1,140,25,3,33000
 Keçiören , Emrah Mah.,3,1,115,25,2,17500
 Mamak , Başak Mah.,3,1,135,10,6,16000
 Çankaya , Büyükesat Mah.,3,1,180,35,1,9000000
 Yenimahalle , Barıştepe Mah.,3,1,175,6,5,27000
 Yenimahalle , Tepealtı Mah.,4,1,180,25,1,30000
 Çankaya , İleri Mah.,3,1,110,26,2,16000
 Keçiören , Pınarbaşı Mah.,3,1,125,25,1,30000
 Çankaya , Sancak Mah.,1,1,50,25,-1,11500
 Çankaya , Oran Mah.,4,1,160,5,2,80000
 Çankaya , Kazım Özalp Mah.,3,1,150,25,3,35000
 Mamak , Şahintepe Mah.,2,1,90,15,0,15000
 Mamak , Harman Mah.,3,1,130,10,2,19000
 Etimesgut , 30 Ağustos Mah.,3,1,110,15,2,15500
 Sincan , Fevzi Çakmak Mah.,3,0,135,0,3,25000
 Çankaya , Büyükesat Mah.,2,1,120,8,3,49000
 Polatlı , Şehitlik Mah.,4,1,220,0,3,18500
 Yenimahalle , Ostim Mah.,3,1,140,6,8,25000
 Etimesgut , Atakent Mah.,3,1,110,18,1,17000
 Çankaya , Metin Akkuş Mah.,2,1,80,23,0,14000
 Çankaya , Çamlıtepe Mah.,3,1,135,19,2,22000
 Yenimahalle , Emniyet Mah.,1,1,88,2,9,35000
 Çankaya , Birlik Mah.,1,1,150,10,1,24000
 Yenimahalle , İnönü Mah.,3,1,100,24,4,22000
 Çankaya , Remzi Oğuz Arık Mah.,3,1,130,1,0,40000
 Etimesgut , Yeşilova Mah.,3,1,129,6,9,27900
 Altındağ , Aydınlıkevler Mah.,2,1,70,25,0,11000
 Keçiören , Şenlik Mah.,3,1,107,27,1,18000
 Keçiören , Etlik Mah.,4,1,150,15,3,27000
 Çankaya , Kültür Mah.,1,1,65,4,4,29000
 Sincan , Mustafa Kemal Mah.,4,1,170,0,9,33000
 Yenimahalle , Demetlale Mah.,3,1,120,40,2,20000
 Mamak , Şahintepe Mah.,3,1,117,15,1,16500
 Keçiören , Sancaktepe Mah.,4,1,215,3,3,45000
 Mamak , Aşık Veysel Mah.,3,1,135,20,2,17500
 Pursaklar , Fatih Mah.,4,1,185,20,6,22000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,65,30,2,30000
 Sincan , Törekent Mah.,2,1,131,1,1,22500
 Çankaya , Çukurambar Mah.,2,1,94,0,4,67500
 Çankaya , Birlik Mah.,6,1,450,24,6,45000
 Çankaya , Konutkent Mah.,2,1,100,0,2,35000
 Gölbaşı , Gaziosmanpaşa Mah.,3,1,120,14,6,20000
 Çubuk , Esenboğa Merkez Mah.,1,1,40,2,1,12250
 Keçiören , Şefkat Mah.,2,1,110,55,2,11000
 Çankaya , Ata Mah.,3,1,120,18,-1,22000
 Kahramankazan , Atatürk Mah.,2,1,100,4,3,18000
 Çankaya , Gaziosmanpaşa Mah.,3,1,152,25,1,40000
 Yenimahalle , Beştepe Mah.,3,1,100,25,1,20000
 Çankaya , Kırkkonaklar Mah.,5,1,220,18,5,34000
 Mamak , Fahri Korutürk Mah.,3,1,130,15,1,15000
 Çankaya , 100. Yıl Mah.,2,1,95,25,1,22000
 Çankaya , Bahçelievler Mah.,1,0,45,35,1,15000
 Çankaya , Cebeci Mah.,3,1,120,30,5,26000
 Keçiören , Etlik Mah.,2,1,100,21,1,16500
 Yenimahalle , Batı Sitesi Mah.,1,1,65,0,3,25500
 Gölbaşı , Karşıyaka Mah.,1,1,55,0,4,26000
 Çankaya , Seyranbağları Mah.,3,1,110,35,2,20000
 Mamak , Abidinpaşa Mah.,3,1,115,50,2,13800
 Çankaya , Anıttepe Mah.,2,1,90,20,0,30000
 Keçiören , Kavacık Subayevleri Mah.,3,1,140,25,6,22000
 Mamak , Üreğil Mah.,3,1,120,8,2,18000
 Yenimahalle , Barıştepe Mah.,3,1,160,12,5,26500
 Keçiören , Atapark Mah.,3,1,115,20,3,16500
 Yenimahalle , Varlık Mah.,2,1,105,18,2,21000
 Yenimahalle , Kentkoop Mah.,3,1,120,30,6,22500
 Çankaya , Aşıkpaşa Mah.,2,1,100,15,-1,16000
 Polatlı , Fatih Mah.,3,4,120,25,3,10000
 Akyurt , Yıldırım Mah.,3,1,135,5,3,14500
 Altındağ , Karapürçek Mah.,3,1,130,10,3,15500
 Sincan , Mareşal Çakmak Mah.,3,1,115,14,2,14500
 Yenimahalle , Özevler Mah.,3,1,130,30,3,18000
 Altındağ , Feridun Çelik Mah.,3,1,135,5,1,19000
 Yenimahalle , Demetlale Mah.,3,1,125,16,1,16000
 Çankaya , Malazgirt Mah.,2,1,110,6,1,28000
 Polatlı , Mehmet Akif Mah.,3,1,110,4,0,11000
 Etimesgut , Yeni Bağlıca Mah.,2,1,100,3,3,30000
 Polatlı , Cumhuriyet Mah.,3,1,130,30,3,16000
 Altındağ , Örnek Mah.,2,1,80,40,1,14900
 Sincan , Selçuklu Mah.,3,1,130,15,2,20000
 Sincan , Alcı Mah.,3,1,140,3,4,9750
 Keçiören , Karargahtepe Mah.,2,1,95,50,2,13000
 Polatlı , Gazi Mah.,5,1,210,16,3,17500
 Yenimahalle , Serhat Mah.,6,1,300,15,7,34000
 Gölbaşı , İncek Mah.,2,1,110,0,2,25000
 Çankaya , İlkbahar Mah.,4,1,230,5,7,61000
 Pursaklar , Merkez Mah.,3,1,125,16,2,18500
 Çankaya , Güvenevler Mah.,2,1,100,31,4,30000
 Sincan , Fevzi Çakmak Mah.,2,1,115,15,5,15000
 Yenimahalle , Demetgül Mah.,2,1,100,30,3,32500
 Gölbaşı , Taşpınar Mah.,3,1,115,0,6,35000
 Sincan , Mustafa Kemal Mah.,3,1,155,11,2,19000
 Çankaya , Oran Mah.,3,1,130,35,8,45000
 Çankaya , Zafertepe Mah.,3,1,130,0,3,30000
 Çankaya , Göktürk Mah.,3,1,130,20,3,24000
 Çankaya , Oran Mah.,3,1,180,3,17,95000
 Keçiören , Basınevleri Mah.,3,1,120,30,2,18000
 Çankaya , Tınaztepe Mah.,3,1,100,35,1,17000
 Mamak , Mutlu Mah.,3,1,125,11,2,15500
 Etimesgut , Atayurt Mah.,3,1,150,5,1,18000
 Gölbaşı , Hacılar Mah.,1,1,55,13,14,26000
 Çankaya , Sancak Mah.,4,1,185,11,3,46000
 Yenimahalle , Demetgül Mah.,3,1,100,31,2,12000
 Çankaya , Osman Temiz Mah.,3,1,110,30,-2,20000
 Mamak , Gülveren Mah.,3,1,125,7,1,21000
 Keçiören , Ayvalı Mah.,3,1,130,14,2,26000
 Gölbaşı , İncek Mah.,3,1,230,2,3,50000
 Gölbaşı , İncek Mah.,1,1,52,0,1,22000
 Yenimahalle , Yeni Batı Mah.,1,1,60,4,2,25000
 Yenimahalle , İnönü Mah.,3,1,130,25,4,19000
 Çankaya , Gökkuşağı Mah.,3,1,135,8,2,25000
 Keçiören , Şehit Kubilay Mah.,3,1,125,5,0,15000
 Keçiören , Etlik Mah.,3,1,125,30,1,21000
 Çankaya , Akpınar Mah.,1,1,70,1,3,22000
 Çankaya , Yeşilkent Mah.,4,1,230,10,6,35000
 Etimesgut , Atayurt Mah.,3,1,137,11,1,18000
 Çankaya , Yıldızevler Mah.,3,1,135,25,1,35000
 Çankaya , Cebeci Mah.,2,1,90,40,0,16000
 Etimesgut , Topçu Mah.,2,1,110,0,1,21500
 Gölbaşı , Taşpınar Mah.,3,1,110,0,2,30000
 Gölbaşı , İncek Mah.,1,1,50,0,1,20500
 Altındağ , Yıldıztepe Mah.,3,1,125,14,1,19000
 Yenimahalle , Ragıp Tüzün Mah.,3,1,130,20,0,28000
 Çankaya , Osman Temiz Mah.,3,1,129,28,3,18000
 Yenimahalle , Ergenekon Mah.,3,1,135,25,1,18000
 Çankaya , Karapınar Mah.,3,1,130,15,3,26000
 Mamak , Kartaltepe Mah.,3,1,110,21,2,18000
 Etimesgut , 30 Ağustos Mah.,3,1,120,16,1,18000
 Çankaya , Alacaatlı Mah.,4,1,210,17,7,51000
 Etimesgut , Bağlıca Mah.,3,1,165,5,4,35000
 Etimesgut , Tunahan Mah.,2,1,100,22,1,27500
 Çankaya , Çukurambar Mah.,1,0,85,0,18,34000
 Çankaya , Kültür Mah.,1,0,55,0,1,33000
 Çankaya , Seyranbağları Mah.,3,1,120,30,1,26000
 Keçiören , Güçlükaya Mah.,3,1,115,30,1,12500
 Çankaya , Gaziosmanpaşa Mah.,3,1,135,26,2,35000
 Polatlı , Zafer Mah.,3,1,120,30,5,12000
 Çankaya , Mustafa Kemal Mah.,2,1,100,16,7,50000
 Keçiören , Şenlik Mah.,3,1,110,35,3,17500
 Mamak , Şafaktepe Mah.,3,1,110,20,1,25000
 Çankaya , Yukarı Bahçelievler Mah.,1,1,90,4,0,30000
 Mamak , Demirlibahçe Mah.,3,1,90,40,0,24000
 Altındağ , Aydınlıkevler Mah.,2,1,95,35,1,13000
 Yenimahalle , Demetevler Mah.,3,1,125,40,6,16600
 Mamak , Bahçelerüstü Mah.,3,1,120,12,2,22000
 Keçiören , Pınarbaşı Mah.,3,1,110,25,-2,11500
 Altındağ , Örnek Mah.,3,1,120,30,3,15000
 Etimesgut , Elvan Mah.,2,1,90,13,1,13500
 Polatlı , İstiklal Mah.,1,0,50,15,0,7500
 Polatlı , Mehmet Akif Mah.,2,1,65,14,1,10250
 Çankaya , Cevizlidere Mah.,3,1,145,15,2,30000
 Çankaya , Akpınar Mah.,3,1,135,11,-1,20000
 Mamak , Şirintepe Mah.,3,1,115,10,1,16500
 Çankaya , İlkbahar Mah.,3,1,110,2,2,49000
 Çankaya , Seyranbağları Mah.,1,1,55,50,0,17500
 Yenimahalle , Yuvaköy Mah.,3,1,125,1,2,28000
 Çankaya , Aziziye Mah.,3,1,150,23,3,50000
 Mamak , General Zeki Doğan Mah.,3,1,145,16,3,15000
 Keçiören , Gümüşdere Mah.,2,1,90,31,0,17000
 Çankaya , İlkadım Mah.,3,1,120,25,1,20000
 Keçiören , Tepebaşı Mah.,3,1,130,30,1,20000
 Yenimahalle , Emniyet Mah.,1,1,85,0,21,45000
 Çankaya , Yıldızevler Mah.,4,1,230,6,2,60000
 Yenimahalle , Ergenekon Mah.,2,1,80,16,0,14000
 Altındağ , Aydınlıkevler Mah.,2,1,100,31,2,20000
 Çankaya , Yukarı Bahçelievler Mah.,2,1,75,0,1,40000
 Keçiören , Bağlarbaşı Mah.,3,1,125,24,3,20000
 Mamak , Şahintepe Mah.,3,1,135,0,2,19000
 Çankaya , Yıldızevler Mah.,3,1,135,31,12,40000
 Çankaya , Yıldızevler Mah.,5,2,400,15,12,110000
 Sincan , Fevzi Çakmak Mah.,3,1,130,14,1,14000
 Çankaya , Kültür Mah.,2,0,85,4,1,32000
 Sincan , Mareşal Çakmak Mah.,3,1,115,25,1,18000
 Mamak , Cengizhan Mah.,3,1,130,7,6,19000
 Keçiören , Aşağı Eğlence Mah.,3,1,135,16,1,25000
 Çankaya , Kızılay Mah.,1,0,40,40,-1,17000
 Yenimahalle , Güventepe Mah.,2,1,125,9,6,23000
 Etimesgut , Piyade Mah.,1,1,70,6,6,20000
 Çankaya , Keklik Pınarı Mah.,3,1,130,21,6,25000
 Keçiören , Kavacık Subayevleri Mah.,2,1,80,18,-2,15000
 Çankaya , Emek Mah.,4,1,200,25,6,50000
 Çankaya , Bağcılar Mah.,3,1,120,15,1,22000
 Etimesgut , Topçu Mah.,3,1,110,18,1,14750
 Yenimahalle , Gazi Mah.,1,1,65,0,1,27000
 Mamak , Zirvekent Mah.,1,1,71,8,3,7000
 Çankaya , Esatoğlu Mah.,3,1,100,48,3,35500
 Keçiören , Aktepe Mah.,1,1,65,25,4,12500
 Mamak , Aşık Veysel Mah.,3,1,120,30,2,15000
 Mamak , Kazım Orbay Mah.,3,1,100,25,3,17500
 Mamak , Abidinpaşa Mah.,1,1,65,35,0,15000
 Altındağ , Karapürçek Mah.,2,1,100,8,1,13750
 Çankaya , Tınaztepe Mah.,3,1,95,35,1,20000
 Yenimahalle , Kentkoop Mah.,3,1,110,25,1,22000
 Pursaklar , Yunus Emre Mah.,3,1,130,15,3,15000
 Akyurt , Yıldırım Mah.,3,1,145,5,4,13000
 Pursaklar , Saray Fatih Mah.,5,2,222,9,6,35000
 Sincan , Fevzi Çakmak Mah.,2,1,100,0,3,17000
 Çankaya , Aziziye Mah.,3,1,134,40,3,38000
 Gölbaşı , Seğmenler Mah.,3,1,120,15,6,17500
 Çankaya , Aziziye Mah.,4,1,120,26,1,30000
 Yenimahalle , Barıştepe Mah.,3,1,135,17,5,23500
 Yenimahalle , İnönü Mah.,3,1,135,16,3,30000
 Çankaya , Birlik Mah.,3,1,140,11,1,25000
 Etimesgut , Güzelkent Mah.,3,1,120,16,6,18000
 Yenimahalle , Ergazi Mah.,3,1,55,4,10,25000
 Sincan , Atatürk Mah.,3,1,125,25,-2,13000
 Polatlı , Cumhuriyet Mah.,3,1,130,25,3,10000
 Çankaya , Yaşamkent Mah.,1,1,55,1,2,23000
 Polatlı , Şehitlik Mah.,3,1,160,11,3,15500
 Gölbaşı , İncek Mah.,2,1,110,0,2,23000
 Çankaya , Birlik Mah.,3,1,135,21,3,30000
 Çankaya , İlkbahar Mah.,3,1,170,4,11,59500
 Çankaya , Doğuş Mah.,2,1,87,26,0,35000
 Yenimahalle , Işınlar Mah.,4,1,190,22,6,25000
 Mamak , Abidinpaşa Mah.,3,1,100,30,1,16500
 Çankaya , Çamlıtepe Mah.,3,1,140,25,3,30000
 Çankaya , Kazım Özalp Mah.,3,1,130,38,1,40000
 Yenimahalle , Turgut Özal Mah.,1,1,45,0,1,18750
 Çankaya , Birlik Mah.,2,1,130,10,2,24000
 Çankaya , Cebeci Mah.,3,1,145,35,3,24000
 Çankaya , Kavaklıdere Mah.,2,1,120,81,3,31000
 Çankaya , Maltepe Mah.,1,0,20,5,1,15000
 Mamak , Demirlibahçe Mah.,3,1,125,25,4,18000
 Çankaya , Ön Cebeci Mah.,3,1,100,30,0,16000
 Keçiören , Bağlarbaşı Mah.,3,1,125,30,6,20000
 Çankaya , Karapınar Mah.,3,1,130,17,1,23000
 Çankaya , Oğuzlar Mah.,1,0,70,2,6,25000
 Mamak , Saimekadın Mah.,3,1,110,35,4,21000
 Çankaya , Anıttepe Mah.,1,1,55,0,-1,25500
 Etimesgut , Eryaman Mah.,3,1,125,18,8,32000
 Altındağ , Örnek Mah.,2,1,78,25,3,9500
 Keçiören , Adnan Menderes Mah.,4,1,245,2,9,40000
 Keçiören , Basınevleri Mah.,2,1,100,24,0,17000
 Keçiören , Etlik Mah.,3,1,140,5,1,15000
 Keçiören , Aşağı Eğlence Mah.,3,1,120,30,2,18000
 Yenimahalle , Serhat Mah.,3,1,150,16,10,21000
 Keçiören , Bağlarbaşı Mah.,3,1,110,35,1,15500
 Çankaya , Gaziosmanpaşa Mah.,3,1,165,30,3,56500
 Etimesgut , Şeyh Şamil Mah.,3,1,135,16,5,23000
 Çankaya , Alacaatlı Mah.,2,1,90,10,1,33000
 Çankaya , Metin Akkuş Mah.,2,1,80,28,0,14000
 Yenimahalle , Demetevler Mah.,3,1,130,16,5,20000
 Etimesgut , Yukarıyurtçu Mah.,3,1,123,25,1,21000
 Çankaya , Naci Çakır Mah.,2,1,115,26,1,15500
 Çankaya , Emek Mah.,2,1,90,45,2,24000
 Keçiören , Ayvalı Mah.,2,1,97,2,15,38500
 Keçiören , Ayvalı Mah.,7,1,225,19,6,26000
 Keçiören , Ayvalı Mah.,5,1,250,20,3,40000
 Çankaya , Zafertepe Mah.,1,1,70,0,1,19000
 Çankaya , Kültür Mah.,1,0,40,0,1,30000
 Polatlı , Esentepe Mah.,3,1,110,23,1,9000
 Çankaya , Alacaatlı Mah.,4,1,175,11,7,42000
 Keçiören , Karargahtepe Mah.,2,1,90,30,0,15500
 Çubuk , Cumhuriyet Mah.,1,1,65,3,1,13000
 Yenimahalle , Batı Sitesi Mah.,1,1,50,0,1,24500
 Çankaya , Şehit Cevdet Özdemir Mah.,2,0,90,21,1,18000
 Polatlı , Şentepe Mah.,3,1,155,2,3,14000
 Polatlı , Cumhuriyet Mah.,1,1,120,25,2,9500
 Keçiören , Ayvalı Mah.,2,1,110,25,1,24750
 Keçiören , Kuşcağız Mah.,3,0,120,20,1,16000
 Altındağ , Hacettepe Mah.,1,1,65,16,0,20000
 Polatlı , Şehitlik Mah.,3,1,145,15,3,15000
 Keçiören , Etlik Mah.,3,1,110,30,1,18000
 Çankaya , Maltepe Mah.,1,1,85,31,1,25000
 Çankaya , Maltepe Mah.,1,1,45,5,0,20000
 Yenimahalle , Gazi Mah.,1,0,20,25,6,13000
 Etimesgut , Şehit Osman Avcı Mah.,1,1,70,4,7,20000
 Çankaya , Seyranbağları Mah.,3,1,105,25,6,15500
 Etimesgut , Atayurt Mah.,2,1,84,12,-1,18500
 Çankaya , Harbiye Mah.,3,1,110,28,0,22000
 Polatlı , Gazi Mah.,3,1,135,4,3,20000
 Çankaya , İlkadım Mah.,3,1,120,25,1,20000
 Polatlı , Şehitlik Mah.,2,1,90,23,3,18500
 Keçiören , Kalaba Mah.,3,1,125,17,-1,15250
 Keçiören , Aşağı Eğlence Mah.,5,1,270,28,4,32000
 Polatlı , Cumhuriyet Mah.,3,1,145,16,3,17000
 Çankaya , Şehit Cevdet Özdemir Mah.,3,1,135,20,1,25000
 Çankaya , Oğuzlar Mah.,1,1,70,15,2,28000
 Çankaya , Harbiye Mah.,3,1,125,21,3,24000
 Çankaya , Mürsel Uluç Mah.,3,1,140,25,2,25000
 Altındağ , Baraj Mah.,3,1,155,5,1,21750
 Keçiören , Yakacık Mah.,3,1,125,30,3,13750
 Çankaya , Birlik Mah.,3,1,150,15,3,34000
 Etimesgut , Tunahan Mah.,1,1,55,25,0,20000
 Mamak , Bahçeleriçi Mah.,3,1,115,15,0,16500
 Çankaya , Beytepe Mah.,1,0,25,16,0,19000
 Gölbaşı , Taşpınar Mah.,6,1,416,6,6,60000
 Etimesgut , Turkuaz Mah.,2,1,95,11,9,13500
 Çankaya , Umut Mah.,3,1,120,33,2,18750
 Polatlı , Mehmet Akif Mah.,2,1,95,15,5,10000
 Gölbaşı , Taşpınar Mah.,1,1,60,0,1,22000
 Etimesgut , Kazım Karabekir Mah.,3,1,135,15,-1,18000
 Çankaya , Barbaros Mah.,2,1,95,50,4,32500
 Çankaya , Gaziosmanpaşa Mah.,6,1,280,31,4,64900
 Çankaya , Çukurambar Mah.,2,1,130,0,17,45000
 Çankaya , İşçi Blokları Mah.,1,1,55,30,0,35000
 Çankaya , Ehlibeyt Mah.,3,1,115,21,4,27000
 Çankaya , Bayraktar Mah.,2,1,95,40,1,18000
 Çankaya , Çiğdem Mah.,3,1,110,25,1,23000
 Mamak , Akşemsettin Mah.,3,1,120,10,3,18000
 Mamak , Mutlu Mah.,3,1,125,4,2,25000
 Çankaya , Gaziosmanpaşa Mah.,2,1,100,30,0,51000
 Çankaya , Metin Oktay Mah.,3,1,95,22,2,20000
 Çankaya , Bayraktar Mah.,4,1,260,23,3,37000
 Keçiören , Aktepe Mah.,3,1,120,20,3,15500
 Çankaya , Hilal Mah.,3,1,140,20,2,26000
 Çankaya , Yukarı Öveçler Mah.,4,1,200,0,7,90000
 Polatlı , Gazi Mah.,3,1,125,20,4,20000
 Keçiören , 19 Mayıs Mah.,3,1,130,11,3,19500
 Yenimahalle , Serhat Mah.,3,1,125,30,2,25000
 Sincan , Alcı Mah.,4,1,160,5,3,11000
 Çankaya , İleri Mah.,5,1,185,13,3,28000
 Çubuk , Yavuzselim Mah.,3,1,135,20,3,13250
 Keçiören , Şehit Kubilay Mah.,3,1,125,5,1,16500
 Çankaya , Kırkkonaklar Mah.,4,1,165,17,1,24000
 Mamak , Küçük Kayaş Mah.,3,1,125,0,3,20500
 Mamak , Türközü Mah.,3,1,110,10,2,18000
 Polatlı , İstiklal Mah.,2,1,105,1,6,17000
 Sincan , 29 Ekim Mah.,3,1,120,0,1,22000
 Pursaklar , Yunus Emre Mah.,3,0,140,15,6,17000
 Polatlı , Fatih Mah.,2,1,135,19,0,9500
 Çankaya , Mimar Sinan Mah.,3,1,120,11,2,17500
 Yenimahalle , Demetevler Mah.,3,1,125,26,3,26500
 Çankaya , Aziziye Mah.,3,1,120,26,4,35000
 Çankaya , Yaşamkent Mah.,1,1,60,2,2,20000
 Keçiören , Yakacık Mah.,3,1,110,31,2,12000
 Çankaya , Yukarı Dikmen Mah.,3,1,138,0,14,55000
 Polatlı , Şentepe Mah.,3,1,135,16,4,14000
 Çankaya , Fakülteler Mah.,3,1,120,30,1,24500
 Polatlı , Şehitlik Mah.,3,1,135,6,1,18500
 Etimesgut , Göksu Mah.,4,1,196,3,19,72000
 Mamak , Altınevler Mah.,1,1,55,3,4,21000
 Keçiören , Karşıyaka Mah.,3,1,130,9,2,13000
 Etimesgut , Devlet Mah.,1,1,65,3,18,24000
 Altındağ , Güneşevler Mah.,3,1,135,16,3,21000
 Etimesgut , Atayurt Mah.,3,1,115,11,11,14000
 Mamak , Akşemsettin Mah.,3,1,165,0,10,30000
 Etimesgut , Şeker Mah.,3,1,95,6,0,18000
 Çankaya , Sancak Mah.,2,1,110,31,0,26000
 Çankaya , Emek Mah.,3,1,120,22,2,34500
 Mamak , Şafaktepe Mah.,3,1,120,45,-1,15000
 Çankaya , Yaşamkent Mah.,1,1,31,0,3,21000
 Etimesgut , Şehit Osman Avcı Mah.,3,1,150,17,3,35000
 Çankaya , Ertuğrulgazi Mah.,3,1,95,35,0,21000
 Çankaya , Karapınar Mah.,3,1,130,30,0,18000
 Yenimahalle , Uğur Mumcu Mah.,2,1,95,30,3,17500
 Çankaya , Mebusevleri Mah.,2,1,100,40,1,23000
 Çankaya , Çamlıtepe Mah.,2,1,90,35,3,15000
 Etimesgut , Orhun Mah.,1,11,38,1,3,32000
 Çankaya , Seyranbağları Mah.,3,1,110,30,1,18000
 Yenimahalle , Gazi Mah.,1,0,35,2,0,20000
 Altındağ , Örnek Mah.,2,1,80,50,6,11000
 Etimesgut , Devlet Mah.,3,1,135,15,5,25000
 Kahramankazan , Kayı Mah.,10,2,150,0,3,1111
 Polatlı , Şehitlik Mah.,3,1,115,20,1,8500
 Yenimahalle , Çiğdemtepe Mah.,3,1,145,13,1,18000
 Çankaya , Aydınlar Mah.,3,1,110,28,1,18000
 Çankaya , Kavaklıdere Mah.,2,1,105,40,6,40000
 Çankaya , Naci Çakır Mah.,3,1,135,25,3,23000
 Gölbaşı , Taşpınar Mah.,1,1,56,1,0,25000
 Çankaya , Oran Mah.,3,1,100,31,2,35000
 Çankaya , Anıttepe Mah.,1,0,25,4,0,20000
 Çankaya , Harbiye Mah.,1,1,75,29,1,25000
 Çankaya , Kırkkonaklar Mah.,5,1,225,15,4,39000
 Keçiören , Aşağı Eğlence Mah.,3,1,125,29,6,18000
 Kızılcahamam , Yenice Mah.,3,1,135,22,1,15000
 Çankaya , Ertuğrulgazi Mah.,2,1,90,50,1,20000
 Gölbaşı , Kızılcaşar Mah.,1,0,35,0,2,19000
 Çankaya , Kırkkonaklar Mah.,3,1,118,11,0,24000
 Çankaya , Aşağı Öveçler Mah.,2,1,100,16,-1,16000
 Çankaya , Kültür Mah.,1,0,50,0,3,30000
 Mamak , Zirvekent Mah.,2,1,77,12,5,9500
 Mamak , Abidinpaşa Mah.,2,1,100,30,1,23000
 Keçiören , 19 Mayıs Mah.,3,1,110,25,2,19500
 Etimesgut , Yapracık Mah.,2,1,95,11,3,13000
 Mamak , Zirvekent Mah.,1,1,50,15,0,7000
 Çankaya , Gaziosmanpaşa Mah.,1,1,80,7,1,68000
 Yenimahalle , Gazi Mah.,2,1,90,13,3,23000
 Keçiören , Aşağı Eğlence Mah.,3,1,90,42,0,13000
 Çankaya , Balgat Mah.,3,1,125,20,1,19000
 Akyurt , Yıldırım Mah.,3,1,125,5,2,10500
 Çankaya , Yaşamkent Mah.,1,1,45,0,5,24500
 Altındağ , Gültepe Mah.,2,1,105,0,7,16500
 Çankaya , Göktürk Mah.,3,1,120,20,3,19500
 Yenimahalle , Kuzey Yıldızı Mah.,4,1,170,0,5,33300
 Çankaya , Oğuzlar Mah.,2,1,70,2,6,35000
 Çankaya , Emek Mah.,2,1,75,40,1,23000
 Yenimahalle , İvedik OSB Mah.,1,1,90,5,1,13990
 Altındağ , Örnek Mah.,3,1,115,30,1,12500
 Polatlı , Cumhuriyet Mah.,3,1,115,30,0,20000
 Etimesgut , Göksu Mah.,3,1,117,16,1,25000
 Keçiören , Pınarbaşı Mah.,3,2,110,30,2,15000
 Çankaya , Seyranbağları Mah.,2,1,85,30,1,15500
